geoid,baseline_distance,raw_distance,change_distance
245100302002021,500.9,1733.3,1232.4
245100302002022,361.0,1726.7,1365.7
245100302002023,342.8,1710.7,1367.9
245100302002024,296.3,1697.0,1400.7
245100302002025,350.5,1710.1,1359.6
245100302002026,363.7,1798.1,1434.3999999999999
245100302002027,298.3,1840.2,1541.9
245100302002028,224.0,1796.8,1572.8
245100302002029,205.4,1893.0,1687.6
245100302002030,182.5,1864.7,1682.2
245100302002031,200.1,1820.8,1620.7
245100302002032,224.6,1892.3,1667.7
245100302002033,139.3,1938.1,1798.8
245100302002034,68.6,2007.1,1938.5
245100302002035,205.0,1892.5,1687.5
245100302002036,98.5,1901.5,1803.0
245100302002037,190.2,1906.3,1716.1
245100302002038,155.8,2012.2,1856.4
245100302002039,35.9,2011.8,1975.8999999999999
245100302002040,248.3,1979.4,1731.1000000000001
245100302002041,230.4,2054.4,1824.0
245100302002042,363.2,2078.6,1715.3999999999999
245100302002043,235.2,1758.1,1522.8999999999999
245100401001000,549.6,549.6,0.0
245100401001001,550.4,550.4,0.0
245100401001002,445.3,445.3,0.0
245100401001003,442.6,442.6,0.0
245100401001004,401.3,401.3,0.0
245100401001005,324.4,324.4,0.0
245100401001006,442.3,442.3,0.0
245100401001007,507.9,507.9,0.0
245100401001008,517.5,517.5,0.0
245100401001009,341.8,341.8,0.0
245100401001010,379.8,379.8,0.0
245100401001011,400.2,400.2,0.0
245100401001012,276.3,276.3,0.0
245100401001013,242.8,242.8,0.0
245100401001014,345.5,345.5,0.0
245100401001015,349.2,349.2,0.0
245100401001016,291.9,291.9,0.0
245100401001017,437.5,437.5,0.0
245100401001018,350.3,350.3,0.0
245100401001019,207.0,207.0,0.0
245100401001020,321.2,321.2,0.0
245100401001021,366.8,366.8,0.0
245100401001022,408.5,408.5,0.0
245100401001023,510.7,510.7,0.0
245100401001024,644.5,644.5,0.0
245100401001025,657.9,657.9,0.0
245100401001026,768.9,768.9,0.0
245100401001027,724.2,724.2,0.0
245100401001028,614.5,614.5,0.0
245100401001029,537.9,537.9,0.0
245100401001030,461.5,461.5,0.0
245100401001031,1021.9,1021.9,0.0
245100401001032,826.4,826.4,0.0
245100401001033,693.5,693.5,0.0
245100401001034,613.3,613.3,0.0
245100401001035,578.8,578.8,0.0
245100401001036,506.5,506.5,0.0
245100401001037,309.3,309.3,0.0
245100401001038,241.7,241.7,0.0
245100401001039,225.0,225.0,0.0
245100401001040,314.3,314.3,0.0
245100401001041,296.1,296.1,0.0
245100401001042,824.6,824.6,0.0
245100401001043,896.9,896.9,0.0
245100401001044,966.6,966.6,0.0
245100401001045,1057.2,1060.0,2.7999999999999545
245100401001046,901.5,1199.9,298.4000000000001
245100401001047,1096.5,1099.3,2.7999999999999545
245100401001048,1001.0,1170.0,169.0
245100401001049,1041.3,1041.3,0.0
245100401001050,958.3,958.3,0.0
245100401001051,784.8,784.8,0.0
245100401001052,765.7,765.7,0.0
245100401001053,616.8,616.8,0.0
245100401001054,586.9,586.9,0.0
245100401001055,508.9,508.9,0.0
245100401001056,494.1,494.1,0.0
245100401001057,438.2,438.2,0.0
245100401001058,268.0,268.0,0.0
245100401001059,190.4,190.4,0.0
245100401001060,262.4,262.4,0.0
245100401001061,99.1,99.1,0.0
245100401001062,134.8,134.8,0.0
245100401001063,189.8,189.8,0.0
245100401001064,433.3,433.3,0.0
245100401001065,314.6,314.6,0.0
245100401001066,730.8,730.8,0.0
245100401001067,653.5,653.5,0.0
245100401001068,903.6,903.6,0.0
245100401001069,858.2,858.2,0.0
245100401001070,921.5,921.5,0.0
245100401001071,932.8,932.8,0.0
245100401001072,1007.8,1007.8,0.0
245100401001073,1010.0,1010.0,0.0
245100401001074,977.2,977.2,0.0
245100401001075,1061.3,1061.3,0.0
245100401001076,1182.2,1182.2,0.0
245100401001077,701.0,701.0,0.0
245100401001078,663.9,663.9,0.0
245100401001079,538.0,538.0,0.0
245100401001080,539.9,539.9,0.0
245100401001081,551.1,551.1,0.0
245100401001082,589.9,589.9,0.0
245100401001083,645.6,645.6,0.0
245100401001084,692.6,692.6,0.0
245100401001085,813.1,813.1,0.0
245100401001086,839.0,839.0,0.0
245100401001087,872.2,872.2,0.0
245100401001088,1005.1,1005.1,0.0
245100401001089,922.9,922.9,0.0
245100401001090,773.8,773.8,0.0
245100401001091,723.4,723.4,0.0
245100401001092,678.4,678.4,0.0
245100401001093,606.3,606.3,0.0
245100401001094,659.4,659.4,0.0
245100401001095,722.6,722.6,0.0
245100401001096,792.9,792.9,0.0
245100401001097,994.2,994.2,0.0
245100401001098,1034.0,1080.5,46.5
245100401001099,1060.4,1060.4,0.0
245100401001100,957.6,1308.2,350.6
245100401001101,852.5,1293.5,441.0
245100401001102,750.5,1350.9,600.4000000000001
245100401001103,491.3,491.3,0.0
245100401001104,393.3,393.3,0.0
245100401001105,221.7,221.7,0.0
245100401001106,1109.9,1147.9,38.0
245100401001107,970.1,1173.8,203.69999999999993
245100401001108,834.6,834.6,0.0
245100401001109,863.1,863.1,0.0
245100401002000,387.5,387.5,0.0
245100401002001,473.8,473.8,0.0
245100401002002,540.3,540.3,0.0
245100401002003,569.2,569.2,0.0
245100401002004,624.6,624.6,0.0
245100401002005,665.4,665.4,0.0
245100401002006,730.3,730.3,0.0
245100401002007,875.2,875.2,0.0
245100401002008,716.8,716.8,0.0
245100401002009,652.3,652.3,0.0
245100401002010,700.8,700.8,0.0
245100401002011,659.2,659.2,0.0
245100401002012,627.0,627.0,0.0
245100401002013,515.6,515.6,0.0
245100401002014,463.4,463.4,0.0
245100401002015,395.6,395.6,0.0
245100401002016,368.2,368.2,0.0
245100401002017,232.2,232.2,0.0
245100401002018,342.8,342.8,0.0
245100401002019,559.6,559.6,0.0
245100401002020,561.5,561.5,0.0
245100401002021,502.6,502.6,0.0
245100401002022,366.1,366.1,0.0
245100401002023,281.1,281.1,0.0
245100401002024,176.2,176.2,0.0
245100401002025,127.2,127.2,0.0
245100401002026,221.5,221.5,0.0
245100401002027,621.5,621.5,0.0
245100401002028,741.6,741.6,0.0
245100401002029,140.2,140.2,0.0
245100401002030,418.0,418.0,0.0
245100401002031,524.4,524.4,0.0
245100401002032,557.8,557.8,0.0
245100401002033,427.2,427.2,0.0
245100401002034,363.0,363.0,0.0
245100401002035,266.3,266.3,0.0
245100401002036,252.7,252.7,0.0
245100401002037,458.1,458.1,0.0
245100401002038,608.9,608.9,0.0
245100401002039,692.5,692.5,0.0
245100401002040,739.6,739.6,0.0
245100401002041,714.1,714.1,0.0
245100401002042,842.2,842.2,0.0
245100401002043,665.6,665.6,0.0
245100401002044,600.4,600.4,0.0
245100401002045,498.9,498.9,0.0
245100401002046,449.0,449.0,0.0
245100401002047,458.8,458.8,0.0
245100401002048,281.7,281.7,0.0
245100401002049,313.6,313.6,0.0
245100401002050,946.8,946.8,0.0
245100401002051,735.6,735.6,0.0
245100401002052,566.6,566.6,0.0
245100401002053,528.5,528.5,0.0
245100401002054,419.9,419.9,0.0
245100401002055,562.2,562.2,0.0
245100402001000,802.6,802.6,0.0
245100402001001,1034.5,1034.5,0.0
245100402001002,1083.0,1083.0,0.0
245100402001003,822.6,822.6,0.0
245100402001004,847.7,847.7,0.0
245100402001005,849.6,849.6,0.0
245100402001006,767.9,767.9,0.0
245100402001007,846.3,846.3,0.0
245100402001008,912.0,912.0,0.0
245100402001009,885.0,885.0,0.0
245100402001010,969.1,969.1,0.0
245100402001011,1040.7,1040.7,0.0
245100402001012,1133.1,1133.1,0.0
245100402001013,1087.5,1087.5,0.0
245100402001014,1089.1,1089.1,0.0
245100402001015,971.5,971.5,0.0
245100402001016,910.6,910.6,0.0
245100402001017,982.7,982.7,0.0
