,id_orig,dest_type,mode,duration,population,city
1634,7011736,clinic,cycling,640.0,153,hamilton
1639,7011736,supermarket,cycling,83.2,153,hamilton
1636,7011736,downtown,cycling,1150.9,153,hamilton
1637,7011736,fire_station,cycling,1096.7,153,hamilton
1635,7011736,police_station,cycling,672.5,153,hamilton
1663,7011737,police_station,walking,1894.1,138,hamilton
1662,7011737,primary_school,cycling,488.5,138,hamilton
1661,7011737,supermarket,walking,325.3,138,hamilton
1660,7011737,primary_school,walking,1200.8,138,hamilton
1659,7011737,downtown,cycling,1237.1,138,hamilton
1657,7011737,clinic,cycling,715.9,138,hamilton
1656,7011737,library,cycling,638.7,138,hamilton
1658,7011737,clinic,walking,1951.6,138,hamilton
1654,7011737,police_station,cycling,748.4,138,hamilton
1653,7011737,hospital,cycling,1673.2,138,hamilton
1652,7011737,fire_station,walking,3398.3,138,hamilton
1651,7011737,library,walking,1753.3,138,hamilton
1650,7011737,downtown,walking,3407.8,138,hamilton
1649,7011737,hospital,walking,4486.3,138,hamilton
1648,7011737,fire_station,cycling,1147.3,138,hamilton
1655,7011737,supermarket,cycling,152.3,138,hamilton
1679,7011738,hospital,walking,4430.3,171,hamilton
1678,7011738,primary_school,cycling,527.6,171,hamilton
1677,7011738,library,walking,1674.7,171,hamilton
1676,7011738,downtown,cycling,1192.7,171,hamilton
1675,7011738,police_station,walking,1815.5,171,hamilton
1674,7011738,fire_station,cycling,1138.5,171,hamilton
1673,7011738,supermarket,cycling,125.0,171,hamilton
1672,7011738,fire_station,walking,3478.7,171,hamilton
1671,7011738,clinic,walking,1873.0,171,hamilton
1669,7011738,supermarket,walking,318.1,171,hamilton
1664,7011738,downtown,walking,3351.8,171,hamilton
1665,7011738,police_station,cycling,714.3,171,hamilton
1670,7011738,clinic,cycling,681.8,171,hamilton
1667,7011738,hospital,cycling,1628.8,171,hamilton
1668,7011738,library,cycling,604.6,171,hamilton
1666,7011738,primary_school,walking,1386.6,171,hamilton
1695,7011739,supermarket,cycling,121.4,132,hamilton
1694,7011739,supermarket,walking,307.4,132,hamilton
1693,7011739,police_station,cycling,710.7,132,hamilton
1692,7011739,hospital,cycling,1625.2,132,hamilton
1691,7011739,primary_school,walking,1375.9,132,hamilton
1689,7011739,hospital,walking,4419.6,132,hamilton
1687,7011739,clinic,walking,1862.3,132,hamilton
1690,7011739,primary_school,cycling,524.0,132,hamilton
1685,7011739,clinic,cycling,678.2,132,hamilton
1684,7011739,fire_station,walking,3468.0,132,hamilton
1683,7011739,police_station,walking,1804.8,132,hamilton
1682,7011739,downtown,cycling,1189.1,132,hamilton
1681,7011739,downtown,walking,3341.1,132,hamilton
1680,7011739,library,walking,1664.0,132,hamilton
1686,7011739,library,cycling,601.0,132,hamilton
1688,7011739,fire_station,cycling,1134.9,132,hamilton
1704,7011740,downtown,cycling,1257.0,162,hamilton
1711,7011740,fire_station,walking,3645.9,162,hamilton
1710,7011740,police_station,walking,1645.1,162,hamilton
1709,7011740,primary_school,cycling,533.2,162,hamilton
1708,7011740,hospital,cycling,1587.4,162,hamilton
1707,7011740,fire_station,cycling,1199.2,162,hamilton
1706,7011740,primary_school,walking,1434.0,162,hamilton
1705,7011740,police_station,cycling,640.1,162,hamilton
1703,7011740,hospital,walking,4498.5,162,hamilton
1701,7011740,library,walking,1504.3,162,hamilton
1700,7011740,clinic,cycling,607.6,162,hamilton
1699,7011740,supermarket,cycling,204.2,162,hamilton
1698,7011740,supermarket,walking,540.5,162,hamilton
1697,7011740,downtown,walking,3573.9,162,hamilton
1696,7011740,library,cycling,530.4,162,hamilton
1702,7011740,clinic,walking,1702.6,162,hamilton
1727,7011741,fire_station,cycling,1147.7,156,hamilton
1726,7011741,clinic,walking,1553.9,156,hamilton
1725,7011741,hospital,walking,4349.8,156,hamilton
1724,7011741,hospital,cycling,1554.0,156,hamilton
1723,7011741,primary_school,cycling,463.9,156,hamilton
1722,7011741,clinic,cycling,574.2,156,hamilton
1721,7011741,downtown,cycling,1187.7,156,hamilton
1720,7011741,primary_school,walking,1267.0,156,hamilton
1719,7011741,library,walking,1355.6,156,hamilton
1717,7011741,supermarket,walking,340.5,156,hamilton
1716,7011741,fire_station,walking,3501.1,156,hamilton
1715,7011741,police_station,cycling,606.7,156,hamilton
1714,7011741,downtown,walking,3369.3,156,hamilton
1713,7011741,police_station,walking,1496.4,156,hamilton
1712,7011741,supermarket,cycling,134.2,156,hamilton
1718,7011741,library,cycling,497.0,156,hamilton
1737,7011742,downtown,walking,2879.7,159,hamilton
1742,7011742,primary_school,walking,777.4,159,hamilton
1741,7011742,supermarket,cycling,273.8,159,hamilton
1740,7011742,library,cycling,416.0,159,hamilton
1739,7011742,police_station,walking,1276.0,159,hamilton
1738,7011742,police_station,cycling,525.7,159,hamilton
1736,7011742,supermarket,walking,742.7,159,hamilton
1743,7011742,hospital,cycling,1435.0,159,hamilton
1734,7011742,clinic,walking,1333.5,159,hamilton
1728,7011742,fire_station,cycling,1149.0,159,hamilton
1729,7011742,fire_station,walking,3240.3,159,hamilton
1730,7011742,primary_school,cycling,292.0,159,hamilton
1735,7011742,clinic,cycling,493.2,159,hamilton
1732,7011742,downtown,cycling,1015.8,159,hamilton
1733,7011742,library,walking,1135.2,159,hamilton
1731,7011742,hospital,walking,3958.2,159,hamilton
1759,7011743,police_station,walking,1450.0,210,hamilton
1758,7011743,supermarket,cycling,183.2,210,hamilton
1757,7011743,clinic,cycling,555.0,210,hamilton
1756,7011743,library,walking,1309.2,210,hamilton
1755,7011743,primary_school,walking,1220.6,210,hamilton
1754,7011743,fire_station,cycling,1196.7,210,hamilton
1752,7011743,hospital,cycling,1534.8,210,hamilton
1753,7011743,downtown,walking,3322.9,210,hamilton
1750,7011743,clinic,walking,1507.5,210,hamilton
1749,7011743,library,cycling,477.8,210,hamilton
1748,7011743,police_station,cycling,587.5,210,hamilton
1747,7011743,primary_school,cycling,444.7,210,hamilton
1746,7011743,downtown,cycling,1168.5,210,hamilton
1745,7011743,fire_station,walking,3635.9,210,hamilton
1744,7011743,supermarket,walking,475.3,210,hamilton
1751,7011743,hospital,walking,4303.4,210,hamilton
1770,7011744,police_station,cycling,589.0,165,hamilton
1775,7011744,downtown,walking,3458.0,165,hamilton
1774,7011744,primary_school,cycling,482.1,165,hamilton
1773,7011744,hospital,walking,4382.6,165,hamilton
1772,7011744,supermarket,walking,685.8,165,hamilton
1771,7011744,library,cycling,479.3,165,hamilton
1768,7011744,primary_school,walking,1355.7,165,hamilton
1769,7011744,police_station,walking,1529.2,165,hamilton
1766,7011744,clinic,walking,1586.7,165,hamilton
1765,7011744,supermarket,cycling,252.7,165,hamilton
1764,7011744,fire_station,cycling,1247.7,165,hamilton
1763,7011744,fire_station,walking,3791.2,165,hamilton
1762,7011744,hospital,cycling,1536.3,165,hamilton
1761,7011744,clinic,cycling,556.5,165,hamilton
1760,7011744,library,walking,1388.4,165,hamilton
1767,7011744,downtown,cycling,1205.9,165,hamilton
1791,7011745,primary_school,walking,1124.1,141,hamilton
1790,7011745,police_station,cycling,555.1,141,hamilton
1789,7011745,police_station,walking,1353.5,141,hamilton
1788,7011745,supermarket,cycling,186.2,141,hamilton
1787,7011745,supermarket,walking,490.6,141,hamilton
1786,7011745,fire_station,walking,3587.0,141,hamilton
1785,7011745,downtown,walking,3226.4,141,hamilton
1784,7011745,library,walking,1212.7,141,hamilton
1783,7011745,clinic,cycling,522.6,141,hamilton
1781,7011745,library,cycling,445.4,141,hamilton
1780,7011745,primary_school,cycling,412.3,141,hamilton
1779,7011745,downtown,cycling,1136.1,141,hamilton
1778,7011745,fire_station,cycling,1199.7,141,hamilton
1777,7011745,hospital,walking,4206.9,141,hamilton
1776,7011745,clinic,walking,1411.0,141,hamilton
1782,7011745,hospital,cycling,1502.4,141,hamilton
1801,7011746,supermarket,cycling,324.5,192,hamilton
1806,7011746,hospital,cycling,1519.6,192,hamilton
1805,7011746,clinic,walking,2245.0,192,hamilton
1804,7011746,fire_station,walking,2371.4,192,hamilton
1803,7011746,police_station,cycling,852.9,192,hamilton
1807,7011746,library,walking,2238.5,192,hamilton
1800,7011746,supermarket,walking,851.1,192,hamilton
1802,7011746,hospital,walking,4087.0,192,hamilton
1798,7011746,primary_school,cycling,294.1,192,hamilton
1792,7011746,clinic,cycling,811.1,192,hamilton
1793,7011746,library,cycling,813.5,192,hamilton
1794,7011746,downtown,walking,3008.5,192,hamilton
1799,7011746,downtown,cycling,1083.5,192,hamilton
1796,7011746,fire_station,cycling,730.5,192,hamilton
1797,7011746,primary_school,walking,798.9,192,hamilton
1795,7011746,police_station,walking,2312.5,192,hamilton
1823,7011747,fire_station,walking,2564.9,207,hamilton
1822,7011747,downtown,cycling,1092.3,207,hamilton
1821,7011747,clinic,walking,2287.1,207,hamilton
1820,7011747,primary_school,cycling,366.8,207,hamilton
1819,7011747,supermarket,cycling,255.9,207,hamilton
1818,7011747,police_station,cycling,861.7,207,hamilton
1816,7011747,library,cycling,759.0,207,hamilton
1817,7011747,clinic,cycling,819.9,207,hamilton
1814,7011747,downtown,walking,3050.6,207,hamilton
1813,7011747,supermarket,walking,657.6,207,hamilton
1812,7011747,hospital,walking,4129.1,207,hamilton
1811,7011747,primary_school,walking,992.4,207,hamilton
1810,7011747,police_station,walking,2241.5,207,hamilton
1809,7011747,hospital,cycling,1528.4,207,hamilton
1808,7011747,fire_station,cycling,803.2,207,hamilton
1815,7011747,library,walking,2100.7,207,hamilton
1833,7011748,downtown,cycling,1204.5,165,hamilton
1838,7011748,library,cycling,772.5,165,hamilton
1837,7011748,clinic,cycling,849.7,165,hamilton
1836,7011748,supermarket,cycling,269.4,165,hamilton
1835,7011748,supermarket,walking,636.4,165,hamilton
1839,7011748,fire_station,cycling,915.4,165,hamilton
1832,7011748,fire_station,walking,2824.5,165,hamilton
1834,7011748,police_station,cycling,882.2,165,hamilton
1830,7011748,police_station,walking,2220.3,165,hamilton
1824,7011748,downtown,walking,3288.6,165,hamilton
1825,7011748,hospital,walking,4367.1,165,hamilton
1826,7011748,clinic,walking,2277.8,165,hamilton
1831,7011748,primary_school,walking,1059.0,165,hamilton
1828,7011748,library,walking,2079.5,165,hamilton
1829,7011748,primary_school,cycling,423.8,165,hamilton
1827,7011748,hospital,cycling,1640.6,165,hamilton
1855,7011749,primary_school,cycling,357.5,210,hamilton
1854,7011749,downtown,walking,3151.9,210,hamilton
1853,7011749,library,cycling,706.2,210,hamilton
1852,7011749,fire_station,cycling,855.9,210,hamilton
1851,7011749,clinic,walking,2141.1,210,hamilton
1849,7011749,library,walking,1942.8,210,hamilton
1848,7011749,supermarket,walking,499.7,210,hamilton
1850,7011749,downtown,cycling,1145.0,210,hamilton
1846,7011749,police_station,walking,2083.6,210,hamilton
1845,7011749,primary_school,walking,922.3,210,hamilton
1844,7011749,fire_station,walking,2722.8,210,hamilton
1843,7011749,hospital,walking,4230.4,210,hamilton
1842,7011749,supermarket,cycling,203.1,210,hamilton
1841,7011749,hospital,cycling,1581.1,210,hamilton
1840,7011749,police_station,cycling,815.9,210,hamilton
1847,7011749,clinic,cycling,783.4,210,hamilton
1871,7011750,police_station,cycling,806.7,195,hamilton
1870,7011750,fire_station,cycling,871.2,195,hamilton
1869,7011750,library,walking,1953.2,195,hamilton
1868,7011750,downtown,walking,2907.7,195,hamilton
1867,7011750,clinic,walking,2142.7,195,hamilton
1866,7011750,hospital,walking,3986.2,195,hamilton
1865,7011750,clinic,cycling,768.4,195,hamilton
1864,7011750,hospital,cycling,1477.6,195,hamilton
1863,7011750,downtown,cycling,1041.5,195,hamilton
1861,7011750,primary_school,walking,1100.1,195,hamilton
1856,7011750,supermarket,cycling,193.9,195,hamilton
1857,7011750,police_station,walking,2094.0,195,hamilton
1862,7011750,fire_station,walking,2767.6,195,hamilton
1859,7011750,supermarket,walking,510.1,195,hamilton
1860,7011750,primary_school,cycling,416.6,195,hamilton
1858,7011750,library,cycling,697.0,195,hamilton
1887,7011751,police_station,cycling,956.2,222,hamilton
1886,7011751,clinic,cycling,923.7,222,hamilton
1885,7011751,supermarket,cycling,397.4,222,hamilton
1884,7011751,police_station,walking,2540.4,222,hamilton
1883,7011751,library,walking,2399.6,222,hamilton
1882,7011751,supermarket,walking,1069.7,222,hamilton
1880,7011751,clinic,walking,2597.9,222,hamilton
1881,7011751,downtown,cycling,1377.5,222,hamilton
1878,7011751,hospital,walking,4954.0,222,hamilton
1877,7011751,fire_station,cycling,1036.4,222,hamilton
1876,7011751,hospital,cycling,1813.6,222,hamilton
1875,7011751,fire_station,walking,3192.7,222,hamilton
1874,7011751,primary_school,walking,754.3,222,hamilton
1873,7011751,downtown,walking,3875.5,222,hamilton
1872,7011751,library,cycling,846.5,222,hamilton
1879,7011751,primary_school,cycling,277.7,222,hamilton
1897,7011752,library,walking,2037.9,126,hamilton
1902,7011752,fire_station,walking,2850.2,126,hamilton
1901,7011752,hospital,walking,3973.1,126,hamilton
1900,7011752,supermarket,walking,874.9,126,hamilton
1899,7011752,police_station,cycling,777.0,126,hamilton
1903,7011752,clinic,cycling,735.2,126,hamilton
1895,7011752,primary_school,cycling,474.7,126,hamilton
1898,7011752,hospital,cycling,1462.8,126,hamilton
1896,7011752,downtown,cycling,1026.7,126,hamilton
1893,7011752,supermarket,cycling,332.3,126,hamilton
1892,7011752,library,cycling,734.0,126,hamilton
1891,7011752,police_station,walking,2178.7,126,hamilton
1890,7011752,fire_station,cycling,911.1,126,hamilton
1889,7011752,downtown,walking,2894.6,126,hamilton
1888,7011752,primary_school,walking,1277.7,126,hamilton
1894,7011752,clinic,walking,2113.3,126,hamilton
1919,7011753,police_station,cycling,904.1,147,hamilton
1918,7011753,downtown,cycling,1271.4,147,hamilton
1917,7011753,primary_school,cycling,346.0,147,hamilton
1916,7011753,police_station,walking,2253.9,147,hamilton
1915,7011753,fire_station,cycling,977.0,147,hamilton
1914,7011753,library,cycling,794.4,147,hamilton
1913,7011753,library,walking,2113.1,147,hamilton
1912,7011753,hospital,walking,4554.3,147,hamilton
1911,7011753,supermarket,cycling,291.3,147,hamilton
1909,7011753,hospital,cycling,1707.5,147,hamilton
1908,7011753,downtown,walking,3475.8,147,hamilton
1907,7011753,supermarket,walking,670.0,147,hamilton
1906,7011753,fire_station,walking,2882.1,147,hamilton
1905,7011753,clinic,walking,2311.4,147,hamilton
1904,7011753,clinic,cycling,871.6,147,hamilton
1910,7011753,primary_school,walking,596.6,147,hamilton
1935,7011754,fire_station,cycling,941.2,219,hamilton
1934,7011754,supermarket,cycling,173.7,219,hamilton
1933,7011754,police_station,walking,1888.9,219,hamilton
1932,7011754,primary_school,walking,805.1,219,hamilton
1931,7011754,clinic,cycling,754.0,219,hamilton
1930,7011754,supermarket,walking,305.0,219,hamilton
1929,7011754,police_station,cycling,786.5,219,hamilton
1928,7011754,hospital,cycling,1589.9,219,hamilton
1927,7011754,downtown,walking,3229.6,219,hamilton
1925,7011754,downtown,cycling,1153.8,219,hamilton
1920,7011754,library,cycling,676.8,219,hamilton
1921,7011754,hospital,walking,4308.1,219,hamilton
1926,7011754,library,walking,1748.1,219,hamilton
1923,7011754,clinic,walking,1946.4,219,hamilton
1924,7011754,fire_station,walking,2897.2,219,hamilton
1922,7011754,primary_school,cycling,322.5,219,hamilton
1951,7011755,primary_school,cycling,360.6,120,hamilton
1950,7011755,hospital,walking,4552.4,120,hamilton
1949,7011755,primary_school,walking,919.4,120,hamilton
1948,7011755,police_station,walking,2161.3,120,hamilton
1947,7011755,fire_station,walking,3011.5,120,hamilton
1945,7011755,downtown,cycling,1235.4,120,hamilton
1943,7011755,clinic,cycling,835.6,120,hamilton
1946,7011755,fire_station,cycling,979.3,120,hamilton
1941,7011755,clinic,walking,2218.8,120,hamilton
1940,7011755,police_station,cycling,868.1,120,hamilton
1939,7011755,library,walking,2020.5,120,hamilton
1938,7011755,supermarket,walking,577.4,120,hamilton
1937,7011755,downtown,walking,3473.9,120,hamilton
1936,7011755,library,cycling,758.4,120,hamilton
1942,7011755,hospital,cycling,1671.5,120,hamilton
1944,7011755,supermarket,cycling,255.3,120,hamilton
1960,7011756,hospital,walking,4048.7,213,hamilton
1967,7011756,clinic,cycling,707.6,213,hamilton
1966,7011756,library,cycling,644.5,213,hamilton
1965,7011756,primary_school,cycling,415.6,213,hamilton
1964,7011756,supermarket,walking,376.9,213,hamilton
1963,7011756,downtown,cycling,1055.0,213,hamilton
1962,7011756,fire_station,walking,3053.4,213,hamilton
1961,7011756,police_station,walking,1912.0,213,hamilton
1959,7011756,primary_school,walking,1047.1,213,hamilton
1957,7011756,hospital,cycling,1491.1,213,hamilton
1956,7011756,downtown,walking,2970.2,213,hamilton
1955,7011756,supermarket,cycling,150.5,213,hamilton
1954,7011756,library,walking,1771.2,213,hamilton
1953,7011756,police_station,cycling,749.4,213,hamilton
1952,7011756,fire_station,cycling,978.9,213,hamilton
1958,7011756,clinic,walking,1958.3,213,hamilton
1983,7011757,fire_station,cycling,1006.1,138,hamilton
1982,7011757,clinic,cycling,806.6,138,hamilton
1981,7011757,police_station,cycling,839.1,138,hamilton
1980,7011757,library,cycling,729.4,138,hamilton
1979,7011757,fire_station,walking,3091.6,138,hamilton
1978,7011757,supermarket,cycling,226.3,138,hamilton
1977,7011757,library,walking,1844.3,138,hamilton
1976,7011757,primary_school,cycling,387.4,138,hamilton
1975,7011757,downtown,walking,3424.0,138,hamilton
1973,7011757,police_station,walking,1985.1,138,hamilton
1972,7011757,downtown,cycling,1218.7,138,hamilton
1971,7011757,primary_school,walking,999.5,138,hamilton
1970,7011757,supermarket,walking,401.2,138,hamilton
1969,7011757,clinic,walking,2042.6,138,hamilton
1968,7011757,hospital,cycling,1654.8,138,hamilton
1974,7011757,hospital,walking,4502.5,138,hamilton
1993,7011758,clinic,walking,2125.7,126,hamilton
1999,7011758,downtown,walking,3566.8,126,hamilton
1998,7011758,primary_school,cycling,441.0,126,hamilton
1997,7011758,library,walking,1927.4,126,hamilton
1996,7011758,hospital,cycling,1708.4,126,hamilton
1994,7011758,downtown,cycling,1272.3,126,hamilton
1992,7011758,primary_school,walking,1143.7,126,hamilton
1995,7011758,police_station,walking,2068.2,126,hamilton
1990,7011758,fire_station,cycling,1059.7,126,hamilton
1989,7011758,police_station,cycling,892.7,126,hamilton
1988,7011758,hospital,walking,4645.3,126,hamilton
1991,7011758,clinic,cycling,860.2,126,hamilton
1987,7011758,supermarket,walking,484.3,126,hamilton
1986,7011758,supermarket,cycling,279.9,126,hamilton
1985,7011758,fire_station,walking,3235.8,126,hamilton
1984,7011758,library,cycling,783.0,126,hamilton
2014,7011759,clinic,walking,1512.2,162,hamilton
2013,7011759,hospital,cycling,1407.0,162,hamilton
2012,7011759,library,cycling,516.9,162,hamilton
2011,7011759,fire_station,walking,3091.5,162,hamilton
2010,7011759,police_station,cycling,585.7,162,hamilton
2009,7011759,primary_school,walking,895.9,162,hamilton
2008,7011759,fire_station,cycling,1097.7,162,hamilton
2015,7011759,supermarket,walking,600.0,162,hamilton
2006,7011759,hospital,walking,3809.4,162,hamilton
2005,7011759,downtown,cycling,970.9,162,hamilton
2004,7011759,primary_school,cycling,332.1,162,hamilton
2003,7011759,library,walking,1426.9,162,hamilton
2002,7011759,police_station,walking,1567.7,162,hamilton
2001,7011759,clinic,cycling,543.9,162,hamilton
2000,7011759,downtown,walking,2730.9,162,hamilton
2007,7011759,supermarket,cycling,240.1,162,hamilton
2031,7011760,hospital,cycling,1531.9,126,hamilton
2030,7011760,downtown,cycling,1249.6,126,hamilton
2029,7011760,fire_station,cycling,1304.6,126,hamilton
2028,7011760,clinic,cycling,552.1,126,hamilton
2027,7011760,hospital,walking,4361.4,126,hamilton
2026,7011760,library,cycling,474.9,126,hamilton
2025,7011760,clinic,walking,1565.5,126,hamilton
2024,7011760,police_station,walking,1508.0,126,hamilton
2023,7011760,primary_school,cycling,525.8,126,hamilton
2021,7011760,supermarket,cycling,369.2,126,hamilton
2020,7011760,library,walking,1367.2,126,hamilton
2019,7011760,primary_school,walking,1472.9,126,hamilton
2018,7011760,supermarket,walking,961.5,126,hamilton
2017,7011760,downtown,walking,3575.2,126,hamilton
2016,7011760,police_station,cycling,584.6,126,hamilton
2022,7011760,fire_station,walking,3935.8,126,hamilton
2041,7011761,fire_station,walking,3960.3,99,hamilton
2046,7011761,clinic,walking,1590.0,99,hamilton
2045,7011761,hospital,cycling,1632.2,99,hamilton
2044,7011761,police_station,cycling,684.9,99,hamilton
2043,7011761,library,walking,1391.7,99,hamilton
2042,7011761,police_station,walking,1532.5,99,hamilton
2040,7011761,primary_school,walking,1497.4,99,hamilton
2047,7011761,library,cycling,575.2,99,hamilton
2038,7011761,primary_school,cycling,586.5,99,hamilton
2032,7011761,supermarket,walking,1028.5,99,hamilton
2033,7011761,supermarket,cycling,393.8,99,hamilton
2034,7011761,fire_station,cycling,1329.2,99,hamilton
2039,7011761,clinic,cycling,652.4,99,hamilton
2036,7011761,hospital,walking,4385.9,99,hamilton
2037,7011761,downtown,cycling,1349.9,99,hamilton
2035,7011761,downtown,walking,3599.7,99,hamilton
2063,7011762,clinic,cycling,668.7,84,hamilton
2062,7011762,hospital,cycling,1648.5,84,hamilton
2061,7011762,supermarket,cycling,410.1,84,hamilton
2060,7011762,police_station,walking,1469.4,84,hamilton
2059,7011762,downtown,cycling,1366.2,84,hamilton
2057,7011762,clinic,walking,1526.9,84,hamilton
2056,7011762,supermarket,walking,1075.2,84,hamilton
2058,7011762,library,cycling,591.5,84,hamilton
2054,7011762,downtown,walking,3819.0,84,hamilton
2053,7011762,primary_school,cycling,602.8,84,hamilton
2052,7011762,fire_station,walking,3976.3,84,hamilton
2051,7011762,police_station,cycling,700.7,84,hamilton
2050,7011762,library,walking,1328.6,84,hamilton
2049,7011762,fire_station,cycling,1345.5,84,hamilton
2048,7011762,hospital,walking,4322.8,84,hamilton
2055,7011762,primary_school,walking,1661.9,84,hamilton
2079,7011763,supermarket,walking,1357.6,114,hamilton
2078,7011763,primary_school,cycling,621.4,114,hamilton
2077,7011763,primary_school,walking,1743.4,114,hamilton
2076,7011763,downtown,walking,3593.2,114,hamilton
2075,7011763,library,cycling,390.1,114,hamilton
2074,7011763,hospital,cycling,1447.1,114,hamilton
2073,7011763,fire_station,walking,3750.5,114,hamilton
2072,7011763,supermarket,cycling,491.1,114,hamilton
2071,7011763,police_station,cycling,499.8,114,hamilton
2069,7011763,fire_station,cycling,1321.5,114,hamilton
2068,7011763,clinic,cycling,467.3,114,hamilton
2067,7011763,police_station,walking,1243.6,114,hamilton
2066,7011763,downtown,cycling,1254.7,114,hamilton
2065,7011763,hospital,walking,4097.0,114,hamilton
2064,7011763,library,walking,1102.8,114,hamilton
2070,7011763,clinic,walking,1301.1,114,hamilton
2095,7011764,primary_school,cycling,701.0,177,hamilton
2094,7011764,hospital,walking,4063.7,177,hamilton
2093,7011764,fire_station,walking,3717.2,177,hamilton
2092,7011764,library,cycling,469.7,177,hamilton
2091,7011764,police_station,cycling,579.4,177,hamilton
2090,7011764,fire_station,cycling,1401.1,177,hamilton
2089,7011764,downtown,cycling,1334.3,177,hamilton
2088,7011764,clinic,walking,1267.8,177,hamilton
2087,7011764,library,walking,1069.5,177,hamilton
2085,7011764,clinic,cycling,546.9,177,hamilton
2084,7011764,supermarket,cycling,570.7,177,hamilton
2083,7011764,police_station,walking,1210.3,177,hamilton
2082,7011764,primary_school,walking,1710.1,177,hamilton
2081,7011764,supermarket,walking,1324.3,177,hamilton
2080,7011764,hospital,cycling,1526.7,177,hamilton
2086,7011764,downtown,walking,3559.9,177,hamilton
2105,7011765,primary_school,cycling,327.4,165,hamilton
2110,7011765,primary_school,walking,865.2,165,hamilton
2109,7011765,fire_station,walking,3200.4,165,hamilton
2108,7011765,hospital,cycling,1329.2,165,hamilton
2107,7011765,police_station,cycling,381.9,165,hamilton
2106,7011765,clinic,walking,900.9,165,hamilton
2104,7011765,library,cycling,272.2,165,hamilton
2111,7011765,downtown,cycling,1026.9,165,hamilton
2102,7011765,police_station,walking,843.4,165,hamilton
2096,7011765,hospital,walking,3696.8,165,hamilton
2097,7011765,clinic,cycling,349.4,165,hamilton
2098,7011765,supermarket,walking,805.1,165,hamilton
2103,7011765,library,walking,702.6,165,hamilton
2100,7011765,downtown,walking,2867.7,165,hamilton
2101,7011765,supermarket,cycling,312.9,165,hamilton
2099,7011765,fire_station,cycling,1142.0,165,hamilton
2127,7011766,police_station,walking,1262.0,126,hamilton
2126,7011766,library,walking,1121.2,126,hamilton
2125,7011766,primary_school,cycling,369.0,126,hamilton
2124,7011766,primary_school,walking,1032.6,126,hamilton
2123,7011766,hospital,cycling,1459.1,126,hamilton
2122,7011766,downtown,cycling,1092.8,126,hamilton
2120,7011766,clinic,cycling,479.3,126,hamilton
2121,7011766,police_station,cycling,511.8,126,hamilton
2118,7011766,library,cycling,402.1,126,hamilton
2117,7011766,fire_station,walking,3495.5,126,hamilton
2116,7011766,fire_station,cycling,1226.0,126,hamilton
2115,7011766,hospital,walking,4115.4,126,hamilton
2114,7011766,downtown,walking,3134.9,126,hamilton
2113,7011766,supermarket,walking,589.5,126,hamilton
2112,7011766,clinic,walking,1319.5,126,hamilton
2119,7011766,supermarket,cycling,221.3,126,hamilton
2137,7011767,supermarket,walking,950.7,228,hamilton
2142,7011767,library,walking,885.9,228,hamilton
2141,7011767,clinic,cycling,398.2,228,hamilton
2140,7011767,police_station,walking,1026.7,228,hamilton
2139,7011767,supermarket,cycling,362.5,228,hamilton
2143,7011767,fire_station,cycling,1200.4,228,hamilton
2136,7011767,fire_station,walking,3417.2,228,hamilton
2138,7011767,clinic,walking,1084.2,228,hamilton
2134,7011767,downtown,cycling,1085.3,228,hamilton
2128,7011767,primary_school,cycling,385.8,228,hamilton
2129,7011767,downtown,walking,3084.5,228,hamilton
2130,7011767,library,cycling,321.0,228,hamilton
2135,7011767,hospital,cycling,1378.0,228,hamilton
2132,7011767,hospital,walking,3880.1,228,hamilton
2133,7011767,police_station,cycling,430.7,228,hamilton
2131,7011767,primary_school,walking,1082.0,228,hamilton
2159,7011768,library,cycling,333.3,102,hamilton
2158,7011768,primary_school,walking,1347.2,102,hamilton
2157,7011768,downtown,walking,3445.3,102,hamilton
2156,7011768,hospital,walking,3949.1,102,hamilton
2155,7011768,fire_station,walking,3602.6,102,hamilton
2153,7011768,police_station,cycling,443.0,102,hamilton
2152,7011768,clinic,cycling,410.5,102,hamilton
2154,7011768,fire_station,cycling,1264.7,102,hamilton
2150,7011768,police_station,walking,1095.7,102,hamilton
2149,7011768,downtown,cycling,1197.9,102,hamilton
2148,7011768,library,walking,954.9,102,hamilton
2147,7011768,supermarket,walking,904.1,102,hamilton
2146,7011768,primary_school,cycling,475.1,102,hamilton
2145,7011768,supermarket,cycling,327.4,102,hamilton
2144,7011768,hospital,cycling,1390.3,102,hamilton
2151,7011768,clinic,walking,1153.2,102,hamilton
2175,7011769,downtown,cycling,1030.5,192,hamilton
2174,7011769,fire_station,cycling,1145.6,192,hamilton
2173,7011769,library,walking,766.5,192,hamilton
2172,7011769,fire_station,walking,3264.3,192,hamilton
2171,7011769,primary_school,cycling,331.0,192,hamilton
2170,7011769,hospital,walking,3760.7,192,hamilton
2169,7011769,supermarket,cycling,355.8,192,hamilton
2168,7011769,downtown,walking,2931.6,192,hamilton
2167,7011769,library,cycling,275.8,192,hamilton
2165,7011769,clinic,cycling,353.0,192,hamilton
2160,7011769,police_station,cycling,385.5,192,hamilton
2161,7011769,primary_school,walking,929.1,192,hamilton
2166,7011769,hospital,cycling,1332.8,192,hamilton
2163,7011769,clinic,walking,964.8,192,hamilton
2164,7011769,police_station,walking,907.3,192,hamilton
2162,7011769,supermarket,walking,942.2,192,hamilton
